"tipo","funcion","abundancia"
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000432253
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000419931
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000399561
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.00037713
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.00037258
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000309073
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000283854
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000199262
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000150629
"pathway","PWY-6305: superpathway of putrescine biosynthesis",0.000111356
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",9.26578e-05
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",7.89446e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",7.84892e-05
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",7.54132e-05
"pathway","PWY-4984: urea cycle",6.97358e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",6.17521e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",6.17279e-05
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.6597e-05
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.6597e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.20506e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",9.37662e-06
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",7.90612e-06
"pathway","PWY0-1221: putrescine degradation II",5.99745e-06
"pathway","CARNMET-PWY: L-carnitine degradation I",9.00762e-07
