"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000485607
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000482841
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000303067
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000291775
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000274067
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000259899
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000211497
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000207724
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000184521
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000170772
"pathway","PWY-4984: urea cycle",0.000162847
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",7.05995e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",5.97728e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",3.13344e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",1.70776e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",5.85152e-06
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",2.89305e-06
