"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000510346
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000450904
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000449566
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000436466
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000404231
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000390121
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000284554
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000218747
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000148942
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000138253
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000101377
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",8.514e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",5.78735e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",3.86605e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",3.70011e-05
"pathway","PWY-4984: urea cycle",3.44571e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",2.68798e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",1.12938e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",8.02222e-06
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",5.43994e-06
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",2.94326e-06
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",2.94326e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",2.74518e-06
"pathway","PWY0-1221: putrescine degradation II",1.00494e-06
