"feature","ERR11869474_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000394417
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000370993
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000324082
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000323022
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000310959
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000286567
"GLUTORN-PWY: L-ornithine biosynthesis I",0.00026251
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000195229
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000123524
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.00011301
"PWY-4984: urea cycle",8.09089e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",5.66118e-05
"PWY-6305: superpathway of putrescine biosynthesis",5.1841e-05
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",3.83408e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",2.03758e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.53749e-05
"ORNDEG-PWY: superpathway of ornithine degradation",8.13362e-06
"PWY-6803: phosphatidylcholine acyl editing",3.45554e-06
