"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000540269
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000525787
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000516364
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.0004926
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000472181
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00042696
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000309513
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.00012809
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",9.86778e-05
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",7.38731e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",6.18258e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",5.89384e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",2.67395e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",2.56786e-05
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",1.95092e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",1.9437e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.46933e-05
"pathway","PWY-4984: urea cycle",1.36928e-05
"pathway","PWY-5180: toluene degradation I (aerobic) (via o-cresol)",1.22124e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.02964e-05
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",5.48485e-06
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",5.48485e-06
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",2.23526e-06
"pathway","PWY0-1221: putrescine degradation II",2.23355e-06
"pathway","CARNMET-PWY: L-carnitine degradation I",4.47076e-07
