"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000381795
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000323832
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000322009
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000307378
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.00029298
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000267085
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000264777
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000264006
"pathway","PWY-4984: urea cycle",0.00026368
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000200956
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000155972
"pathway","PWY-6305: superpathway of putrescine biosynthesis",0.00013434
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",5.26376e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",4.58111e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",2.50426e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.44329e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",1.52718e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",8.90697e-06
"pathway","PWY-6803: phosphatidylcholine acyl editing",2.37027e-06
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.79996e-06
